id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31
0.0,0.32106658991493986,1e-15,1e-15,0.04494358553315258,4.2350155715069583e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.2478139127470648,1e-15,1e-15,1e-15,1e-15,0.08358091815550757,1e-15,1e-15,1e-15,1e-15,1e-15
1.0,1e-15,1e-15,1e-15,1e-15,1e-15,0.8362535687055249,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
2.0,1e-15,1.6847220391998982e-06,1e-15,0.014745913911148786,1e-15,1e-15,0.06929141423338944,1e-15,0.03326230794047626,1e-15,0.07411700189564978,1e-15,1e-15,0.28176687001195033,0.05086848352620456,0.004677600558761376,1e-15,1e-15,1e-15,0.001464738981807213,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
3.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.2488029206801035,1e-15,1e-15,0.30306080046708983,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.19196630529084613,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.006944649622032722,1e-15,1e-15,0.2599583227933936,1e-15,1e-15,1e-15
4.0,1e-15,1e-15,1e-15,1e-15,1e-15,2.477311554117397e-05,1e-15,1e-15,1e-15,0.7889761808165032,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.03622885266216909,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,2.1953115000196358e-07,1e-15
5.0,1e-15,1e-15,1e-15,1e-15,1e-15,1.0196701906853253e-06,0.2601356282407614,0.006034286004257244,1e-15,9.643170053781646e-06,0.38726910414405646,1e-15,1e-15,1e-15,1e-15,1e-15,0.055378739521047105,1e-15,1e-15,1e-15,1e-15,0.20544224597509192,1e-15,1e-15,1e-15,1.4760128038795655e-05,1e-15,1e-15,1e-15,2.3008586233893578e-07,1e-15,9.858006156468597e-07
6.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.5062031807708569,1e-15,1e-15,1e-15,1e-15,0.0628143193023305,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
7.0,1e-15,1e-15,1e-15,1e-15,2.6080100973107494e-07,1e-15,0.00042770132954507976,1e-15,1e-15,0.2003566031922978,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.542971868919357
8.0,1e-15,1e-15,2.3990331745162946e-06,0.0073183860582370155,0.36750970602239885,1e-15,1e-15,0.14015242067659062,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.06172782105945838,0.21984603356490168,1e-15,1e-15,1e-15,1e-15,1e-15,0.062138890201207254,1e-15,1e-15,0.01128654465466247,1e-15,1e-15,1e-15,1e-15,1e-15,0.04754045170725473,1e-15
9.0,1e-15,1e-15,0.2176275595315797,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.34339277891261916,1e-15,1e-15,1e-15,0.037076756568870245,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
